Id,SalePrice
1847,168710.1
1848,53981.895
1849,127402.805
1850,113086.69
1851,152494.83
1852,126511.086
1853,123493.6
1854,165689.03
1855,140230.19
1856,217646.12
1857,171432.28
1858,124537.89
1859,121393.58
1860,146617.48
1861,121393.58
1862,333180.53
1863,324551.06
1864,326657.9
1865,329151.3
1866,332022.3
1867,255917.16
1868,308128.03
1869,201557.12
1870,246980.66
1871,237812.97
1872,168713.67
1873,235430.53
1874,140470.78
1875,209814.12
1876,196918.62
1877,207303.28
1878,202758.08
1879,129918.5
1880,135670.67
1881,211436.81
1882,248836.53
1883,187903.7
1884,205507.67
1885,247175.3
1886,295430.06
1887,216795.17
1888,292952.78
1889,158188.16
1890,125623.7
1891,132456.8
1892,107464.1
1893,128125.78
1894,127753.98
1895,133508.19
1896,125938.375
1897,112561.52
1898,112742.7
1899,161207.08
1900,167206.67
1901,168354.84
1902,137625.86
1903,209227.25
1904,152207.0
1905,198508.38
1906,181770.55
1907,209544.67
1908,113119.56
1909,132579.88
1910,115983.13
1911,208862.08
1912,304349.44
1913,134755.5
1914,69967.95
1915,331663.78
1916,63816.23
1917,271684.12
1918,140162.53
1919,174348.75
1920,151882.27
1921,435377.16
1922,335867.03
1923,206061.1
1924,219677.42
1925,200763.05
1926,408101.6
1927,129487.14
1928,152376.1
1929,123038.43
1930,130833.07
1931,151481.92
1932,137281.56
1933,186512.72
1934,183885.23
1935,174971.17
1936,184442.17
1937,187698.02
1938,178157.23
1939,254645.66
1940,183992.55
1941,173549.47
1942,178056.1
1943,214066.95
1944,321100.53
1945,382368.06
1946,144156.84
1947,322978.5
1948,170366.02
1949,238022.19
1950,179604.25
1951,264328.34
1952,215450.34
1953,167959.36
1954,185347.77
1955,135239.94
1956,265920.06
1957,159049.73
1958,327020.75
1959,135251.94
1960,113334.74
1961,121391.52
1962,93736.06
1963,103709.07
1964,110794.164
1965,141306.03
1966,143715.97
1967,302437.84
1968,448410.66
1969,405787.62
1970,460786.62
1971,431471.28
1972,407700.9
1973,273494.16
1974,312319.16
1975,408936.62
1976,276028.38
1977,333661.44
1978,378588.22
1979,342966.22
1980,201348.06
1981,350824.44
1982,230575.47
1983,211592.4
1984,164741.73
1985,210922.3
1986,208554.34
1987,177384.38
1988,174387.72
1989,193122.97
1990,215018.36
1991,238359.4
1992,213697.36
1993,166429.69
1994,255883.58
1995,190680.66
1996,230468.89
1997,313579.3
1998,361819.34
1999,243163.84
2000,310658.16
2001,249905.97
2002,244022.2
2003,250854.33
2004,280973.72
2005,223447.28
2006,233572.69
2007,250001.0
2008,221970.52
2009,188414.6
2010,199580.83
2011,144006.08
2012,176639.84
2013,181317.27
2014,180409.83
2015,206964.66
2016,190148.83
2017,196249.84
2018,113642.21
2019,128621.29
2020,108239.52
2021,103301.65
2022,187797.39
2023,142123.31
2024,254017.0
2025,387890.1
2026,169682.2
2027,161547.16
2028,151135.88
2029,170809.62
2030,294160.56
2031,253104.6
2032,260949.38
2033,276532.5
2034,163275.58
2035,216556.62
2036,188887.31
2037,189501.62
2038,318480.06
2039,238556.97
2040,349642.84
2041,278344.8
2042,205106.05
2043,171349.75
2044,177050.55
2045,213934.53
2046,137396.83
2047,141879.9
2048,142964.62
2049,150103.31
2050,183835.36
2051,115076.875
2052,130920.86
2053,145038.7
2054,91483.93
2055,161509.06
2056,138616.86
2057,114149.27
2058,225104.03
2059,130848.35
2060,161488.45
2061,179242.39
2062,125493.9
2063,105828.914
2064,145163.73
2065,129919.86
2066,170816.78
2067,131343.67
2068,72212.61
2069,88032.89
2070,116170.016
2071,95346.234
2072,84380.89
2073,141110.06
2074,192051.52
2075,143445.34
2076,126077.89
2077,149068.34
2078,130978.016
2079,134020.83
2080,118060.35
2081,128476.4
2082,148265.27
2083,148737.92
2084,111518.27
2085,117736.82
2086,137822.33
2087,124550.914
2088,94928.82
2089,69401.21
2090,124851.08
2091,117125.2
2092,132711.02
2093,120581.02
2094,127699.8
2095,140266.03
2096,76776.99
2097,86095.555
2098,143574.28
2099,66151.39
2100,92521.73
2101,118919.484
2102,122338.836
2103,103723.52
2104,138412.1
2105,123783.04
2106,71839.2
2107,221229.92
2108,110605.49
2109,112685.99
2110,134746.36
2111,154578.97
2112,147900.4
2113,118803.23
2114,116007.15
2115,162540.02
2116,126684.73
2117,151503.02
2118,123092.99
2119,104087.96
2120,113720.16
2121,104739.59
2122,108924.32
2123,81729.51
2124,184108.28
2125,136081.88
2126,148424.95
2127,153936.44
2128,129099.01
2129,97750.75
2130,143323.86
2131,151883.83
2132,121854.49
2133,126482.24
2134,121264.18
2135,88093.54
2136,69574.734
2137,115493.86
2138,132108.34
2139,155523.62
2140,140679.58
2141,145441.78
2142,123624.15
2143,138094.19
2144,123041.875
2145,137320.2
2146,162770.22
2147,133185.45
2148,133115.34
2149,154602.08
2150,213480.89
2151,101615.54
2152,178222.0
2153,177355.0
2154,110378.12
2155,150522.17
2156,285966.47
2157,228034.84
2158,229159.81
2159,202071.9
2160,173789.44
2161,242990.23
2162,460276.84
2163,358719.44
2164,244664.73
2165,181445.19
2166,154803.28
2167,218693.38
2168,195897.97
2169,199970.08
2170,224531.77
2171,160810.31
2172,141240.4
2173,167601.98
2174,221138.66
2175,330152.44
2176,309225.94
2177,251716.78
2178,206283.88
2179,140328.12
2180,228323.19
2181,192121.98
2182,224328.77
2183,188621.95
2184,123220.07
2185,101850.76
2186,147012.45
2187,152114.28
2188,153066.23
2189,215455.3
2190,92048.664
2191,94911.805
2192,96262.2
2193,105140.49
2194,110136.16
2195,112864.82
2196,107852.09
2197,119063.055
2198,163539.4
2199,171241.19
2200,145675.61
2201,148900.02
2202,216509.05
2203,136544.12
2204,184829.66
2205,110556.36
2206,139096.4
2207,214627.36
2208,248165.81
2209,242733.66
2210,124630.6
2211,120671.53
2212,113066.73
2213,103964.73
2214,137153.53
2215,102082.11
2216,154171.84
2217,97947.766
2218,80880.1
2219,82572.96
2220,61724.227
2221,331800.3
2222,250684.12
2223,275440.78
2224,205723.47
2225,133544.9
2226,200642.11
2227,198478.7
2228,256733.88
2229,266180.75
2230,144835.06
2231,221988.83
2232,183628.08
2233,168632.31
2234,239034.19
2235,205982.75
2236,283265.44
2237,343575.5
2238,208167.34
2239,118400.93
2240,156673.03
2241,167062.44
2242,128578.13
2243,127663.48
2244,106671.664
2245,108003.43
2246,134237.8
2247,120747.49
2248,122703.71
2249,124224.13
2250,137230.33
2251,122275.54
2252,182124.44
2253,152516.22
2254,177536.58
2255,191098.16
2256,187580.8
2257,204283.42
2258,163203.47
2259,179282.58
2260,166904.39
2261,188300.61
2262,214099.64
2263,343874.38
2264,476844.97
2265,180175.77
2266,311951.25
2267,366121.7
2268,436648.47
2269,155460.3
2270,188308.02
2271,212831.19
2272,194621.06
2273,161507.1
2274,175983.2
2275,177189.3
2276,178106.95
2277,190044.33
2278,147390.45
2279,121604.875
2280,125470.33
2281,168979.45
2282,185010.33
2283,104083.53
2284,109374.39
2285,149286.44
2286,120713.73
2287,346907.22
2288,276358.4
2289,412117.2
2290,476097.7
2291,323676.2
2292,436097.25
2293,511944.16
2294,438486.47
2295,466960.12
2296,281902.5
2297,311338.06
2298,306959.56
2299,413529.03
2300,335492.53
2301,272072.1
2302,246625.94
2303,250339.17
2304,248344.36
2305,185707.17
2306,181195.11
2307,191952.25
2308,225292.94
2309,281978.66
2310,224782.23
2311,196938.19
2312,176931.94
2313,169652.95
2314,173744.64
2315,180366.38
2316,186387.27
2317,189579.56
2318,178746.95
2319,178361.95
2320,201162.89
2321,231905.47
2322,171679.36
2323,181749.81
2324,166608.34
2325,210906.66
2326,163892.03
2327,212567.52
2328,232240.34
2329,186371.75
2330,176287.5
2331,395252.5
2332,394230.84
2333,326969.12
2334,261826.22
2335,243442.11
2336,336772.78
2337,210595.23
2338,283227.34
2339,214302.23
2340,406249.44
2341,214751.6
2342,235666.36
2343,228069.6
2344,219665.61
2345,234012.3
2346,226270.7
2347,204388.83
2348,238783.02
2349,178310.88
2350,285236.84
2351,249075.66
2352,274119.8
2353,257085.17
2354,143134.22
2355,156912.73
2356,147797.94
2357,191333.0
2358,184458.94
2359,131241.2
2360,113073.336
2361,146543.7
2362,272906.25
2363,128938.55
2364,163183.3
2365,222619.95
2366,203771.88
2367,230146.56
2368,213300.14
2369,227057.22
2370,172940.86
2371,169278.45
2372,202891.48
2373,280823.1
2374,321763.38
2375,258805.61
2376,299177.8
2377,389998.88
2378,136838.27
2379,203613.03
2380,151606.14
2381,168124.44
2382,200375.05
2383,204242.88
2384,243898.72
2385,163729.22
2386,132366.27
2387,136675.31
2388,106463.6
2389,129713.69
2390,151305.23
2391,146240.48
2392,116248.516
2393,168441.19
2394,149343.17
2395,210012.67
2396,134577.97
2397,220749.31
2398,146244.44
2399,61442.793
2400,59495.6
2401,112821.0
2402,136313.88
2403,137881.77
2404,152698.22
2405,156063.73
2406,142194.28
2407,126522.14
2408,138955.9
2409,120551.97
2410,163952.86
2411,120701.766
2412,159266.12
2413,123613.01
2414,136923.86
2415,138080.66
2416,134088.84
2417,131576.14
2418,134132.52
2419,122224.04
2420,128381.85
2421,146270.47
2422,123767.16
2423,130104.164
2424,152288.39
2425,235759.83
2426,135708.7
2427,129745.72
2428,185973.34
2429,114451.84
2430,136562.27
2431,108298.266
2432,148322.45
2433,147065.48
2434,139979.61
2435,155668.11
2436,111728.18
2437,103316.336
2438,128547.82
2439,107363.6
2440,118198.94
2441,100795.57
2442,91259.36
2443,122106.68
2444,123667.8
2445,77612.445
2446,142741.66
2447,178304.97
2448,129905.99
2449,106929.84
2450,144286.34
2451,123553.67
2452,205659.28
2453,91592.54
2454,120113.56
2455,134447.2
2456,135067.23
2457,135414.45
2458,127790.5
2459,106007.734
2460,139858.64
2461,114191.25
2462,136171.8
2463,125148.234
2464,183884.9
2465,136172.75
2466,111851.18
2467,134223.1
2468,69931.695
2469,59960.133
2470,184224.67
2471,216611.0
2472,168288.12
2473,118291.68
2474,83973.305
2475,222963.1
2476,106315.44
2477,128088.62
2478,149036.75
2479,107518.664
2480,163498.22
2481,121119.3
2482,131518.31
2483,110346.516
2484,126975.71
2485,124401.15
2486,161644.77
2487,182993.25
2488,162260.56
2489,160186.27
2490,151666.36
2491,97476.61
2492,180545.98
2493,153609.98
2494,152704.64
2495,89672.73
2496,240712.44
2497,151852.94
2498,105240.414
2499,99789.29
2500,123007.13
2501,138400.73
2502,151442.42
2503,96906.29
2504,184130.08
2505,226480.61
2506,260779.47
2507,286525.94
2508,260064.2
2509,214343.78
2510,222284.2
2511,172011.6
2512,203282.03
2513,209494.94
2514,262436.72
2515,151923.48
2516,173520.33
2517,140497.56
2518,153380.69
2519,221769.86
2520,214437.12
2521,190280.72
2522,223602.22
2523,123359.53
2524,145763.92
2525,151472.94
2526,132006.25
2527,108112.945
2528,133573.75
2529,128431.4
2530,124870.25
2531,244009.88
2532,229627.34
2533,195626.06
2534,227713.28
2535,340760.1
2536,233463.05
2537,243773.33
2538,180563.69
2539,186836.3
2540,178779.58
2541,180491.22
2542,166112.64
2543,126951.484
2544,123964.836
2545,139169.42
2546,125348.56
2547,152025.34
2548,146124.73
2549,161918.73
2550,275498.97
2551,134292.5
2552,124715.586
2553,85398.875
2554,102741.914
2555,120238.64
2556,105505.96
2557,103291.19
2558,164585.48
2559,138116.16
2560,156612.67
2561,156817.73
2562,140868.33
2563,153409.36
2564,205414.23
2565,153434.48
2566,170253.48
2567,133448.53
2568,195935.73
2569,200232.22
2570,119890.984
2571,182998.9
2572,158897.77
2573,225439.1
2574,272169.56
2575,127759.1
2576,127284.42
2577,167219.0
2578,82761.23
2579,57201.074
2580,134641.44
2581,123538.516
2582,117755.414
2583,276132.9
2584,165708.89
2585,177001.55
2586,210919.98
2587,204317.31
2588,156524.38
2589,151648.55
2590,209686.86
2591,228142.64
2592,214020.7
2593,246542.86
2594,180736.14
2595,203813.86
2596,325032.62
2597,180900.45
2598,264092.03
2599,313101.4
2600,208265.16
2601,149114.19
2602,81495.25
2603,100469.1
2604,94940.22
2605,74894.95
2606,151154.14
2607,192546.19
2608,200910.38
2609,163676.17
2610,117359.53
2611,128262.24
2612,151903.9
2613,127149.91
2614,123169.95
2615,154802.23
2616,145589.56
2617,204149.72
2618,203120.23
2619,194676.39
2620,189930.17
2621,182573.31
2622,185088.03
2623,260611.48
2624,297758.78
2625,334345.3
2626,178391.86
2627,174621.47
2628,468856.16
2629,549071.7
2630,386113.72
2631,482673.8
2632,449718.25
2633,337711.44
2634,411481.3
2635,151872.33
2636,184118.27
2637,172055.27
2638,271620.66
2639,191496.06
2640,154840.03
2641,106331.86
2642,193511.33
2643,101709.22
2644,121956.29
2645,106849.625
2646,91204.05
2647,105003.164
2648,140484.31
2649,144724.77
2650,148446.3
2651,138600.11
2652,422323.62
2653,246233.06
2654,252143.86
2655,396372.97
2656,330794.03
2657,366400.5
2658,281263.6
2659,307756.28
2660,349260.22
2661,367820.6
2662,339169.16
2663,275064.62
2664,270430.8
2665,332594.34
2666,302755.94
2667,165053.0
2668,181830.16
2669,182095.67
2670,295707.12
2671,186689.05
2672,191495.94
2673,205334.19
2674,200550.48
2675,170646.31
2676,187519.45
2677,195082.97
2678,269334.47
2679,277763.7
2680,273907.06
2681,419884.1
2682,338000.16
2683,510520.6
2684,309934.5
2685,382483.9
2686,255985.98
2687,333071.72
2688,218467.61
2689,213250.9
2690,483538.03
2691,183215.06
2692,138337.44
2693,190015.42
2694,142765.22
2695,191710.42
2696,182991.42
2697,189846.52
2698,179238.92
2699,164630.14
2700,149791.45
2701,138692.97
2702,105106.766
2703,118569.43
2704,149136.31
2705,116179.28
2706,115201.2
2707,129249.164
2708,136144.19
2709,115483.57
2710,130989.36
2711,304796.2
2712,375438.38
2713,167472.19
2714,147988.83
2715,171001.27
2716,150485.66
2717,182432.0
2718,230367.3
2719,160889.58
2720,170481.72
2721,129255.15
2722,163156.03
2723,149746.1
2724,126903.22
2725,132855.14
2726,140674.83
2727,189051.56
2728,164182.9
2729,153291.19
2730,140809.28
2731,132983.88
2732,132903.66
2733,158826.1
2734,140909.88
2735,129501.51
2736,141386.34
2737,124977.234
2738,133715.17
2739,162903.8
2740,143070.28
2741,151063.84
2742,140779.17
2743,144566.06
2744,159300.66
2745,146072.88
2746,138837.1
2747,146481.08
2748,124237.06
2749,128432.664
2750,138697.94
2751,138675.5
2752,237868.11
2753,149044.77
2754,241138.64
2755,131763.62
2756,105196.7
2757,64625.355
2758,86309.09
2759,152025.62
2760,130624.12
2761,148442.72
2762,148470.16
2763,184543.19
2764,151649.4
2765,281919.53
2766,132576.92
2767,95064.22
2768,142694.33
2769,139359.81
2770,151761.4
2771,113115.164
2772,127291.65
2773,171722.16
2774,137561.1
2775,123800.88
2776,136940.88
2777,134110.05
2778,114714.516
2779,130819.41
2780,96373.76
2781,95462.8
2782,77547.07
2783,106465.88
2784,126491.1
2785,130898.29
2786,74106.23
2787,122949.03
2788,66471.76
2789,195403.39
2790,98080.09
2791,112801.734
2792,65588.77
2793,177496.27
2794,104588.03
2795,117895.734
2796,108649.02
2797,211148.27
2798,119620.35
2799,112980.76
2800,52408.48
2801,108766.8
2802,136285.17
2803,173081.36
2804,144138.55
2805,106455.71
2806,75825.9
2807,165205.77
2808,154455.16
2809,139463.47
2810,128695.38
2811,148748.38
2812,163029.39
2813,160147.95
2814,147250.95
2815,113542.875
2816,230989.39
2817,155569.95
2818,132510.02
2819,153250.61
2820,145193.03
2821,107706.984
2822,217648.22
2823,310186.3
2824,180100.94
2825,169980.53
2826,131999.39
2827,137589.66
2828,197625.55
2829,206693.89
2830,237567.48
2831,180161.86
2832,245140.95
2833,282425.3
2834,205661.69
2835,210707.36
2836,186498.95
2837,158197.22
2838,156181.38
2839,181173.6
2840,206437.47
2841,206683.36
2842,223176.36
2843,146090.88
2844,154590.05
2845,118053.305
2846,210849.98
2847,201951.7
2848,228415.12
2849,199950.64
2850,286539.2
2851,218359.12
2852,242332.47
2853,238823.23
2854,138523.44
2855,202094.7
2856,199761.23
2857,183267.92
2858,206911.94
2859,114712.3
2860,125961.95
2861,121652.72
2862,189721.52
2863,135897.64
2864,245134.39
2865,143558.36
2866,138149.23
2867,95490.375
2868,96840.43
2869,106488.58
2870,127967.01
2871,88432.01
2872,50663.52
2873,109544.88
2874,135813.92
2875,107571.04
2876,165105.17
2877,137894.34
2878,172146.8
2879,142370.2
2880,99228.78
2881,152659.34
2882,165700.73
2883,199576.58
2884,199382.78
2885,189279.2
2886,236801.98
2887,92208.04
2888,131473.11
2889,51388.56
2890,81876.266
2891,128303.32
2892,62914.215
2893,88443.72
2894,49327.51
2895,312089.03
2896,282409.3
2897,193235.75
2898,146185.75
2899,213668.3
2900,160021.61
2901,197974.12
2902,191050.2
2903,345840.4
2904,353333.3
2905,100884.63
2906,215141.19
2907,110126.625
2908,132666.1
2909,145889.92
2910,82683.664
2911,81908.42
2912,138290.6
2913,73995.85
2914,80900.59
2915,86688.56
2916,73248.07
2917,175098.2
2918,117959.04
2919,233386.06
